year,d14c,sig_d14c
770,-19,1.1
771,-18.4,1.9
772,-16.6,1.1
773,-19.4,1.9
774,-18.5,1.3
775,-8.1,1.5
776,-3.8,1.3
777,-3.4,1.5
778,-4.7,1.3
779,-7,1.5
780,-6.1,1.3
