year,d14c,sig_d14c
770,-17.1,1.6
771,-16.6,1.5
772,-18,1.7
773,-20.6,1.7
774,-18.4,1.8
775,-3,1.8
776,0.8,1.8
777,2.9,1.8
778,-3.8,1.7
779,-3.2,1.8
780,-5.2,1.8
