year,d14c,sig_d14c
990,-21.77,1.44
991,-22.95,1.44
992,-24.06,1.46
993,-16.58,1.22
994,-14.03,1.21
995,-13.85,1.44
996,-17.71,1.47
997,-14.21,1.54
998,-17.98,1.45
999,-17.77,1.46
1000,-15.19,2.40
