year,d14c,sig_d14c
770,-21.8,1.6
771,-21.6,1.6
772,-23.8,1.6
773,-21.8,1.6
774,-14.1,1.6
775,-9.5,1.6
776,-7.8,1.7
777,-10.3,1.6
778,-8.6,1.6
779,-11.9,1.6
780,-12.9,1.6
