year,d14c,sig_d14c
770,-14.4,2.2
771,-12.4,2.2
772,-13.4,2.2
773,-13.9,2.2
774,-13.8,2.1
775,-1.3,2.2
776,-0.9,2.2
777,-3,2.2
778,-2,2.2
779,-4.9,2.2
780,-6.9,2.2
