year,d14c,sig_d14c
770,-18.1,1.8
771,-17.3,1.8
772,-22.1,1.8
773,-18.1,1.8
774,-13.3,1.8
775,0.9,1.8
776,-0.2,1.8
777,-0.8,1.8
778,-3.7,1.8
779,-5.7,1.8
780,-6.3,1.8
