year,d14c,sig_d14c
-5420,97.4,3.3
-5419,96.4,3.4
-5418,97.4,3.3
-5417,92.9,3.7
-5416,98.6,3.6
-5415,93,3.8
-5414,90.3,3.7
-5413,87.9,3.2
-5412,95.1,3.1
-5411,91.1,2.2
-5410,99.5,3
-5409,98.45,2.23
-5408,100.2,3
-5407,97.3,1.98
-5406,96.3,3
-5405,92.9,2.09
-5404,91.3,3
-5403,92.8,2.16
-5402,90,3
-5401,92,2.05
-5400,91.7,3
