year,d14c,sig_d14c
990,-21.0,2.2
991,-20.1,2.2
992,-22.8,2.2
993,-15.9,2.2
994,-9.6,2.2
995,-7.5,2.1
996,-11.9,2.1
997,-11.1,2.1
998,-8.4,2.1
999,-13.6,2.1
1000,-12.5,2.2
