year,d14c,sig_d14c
1806,-3.737051152,2.232383055
1807,-1.374339103,1.7668539
1808,-5.588626712,2.228234124
1809,-0.123364573,2.48942272
1810,2.12315904,2.495015957
1811,1.627809425,2.618471804
1812,2.50454621,2.620763783
1813,1.447850622,1.586748437
1814,0.765944599,2.616218702
1815,1.641926983,2.244436037
1816,5.768733829,2.253683208
1817,6.14796313,2.630288463
1818,6.214136513,1.68520188
1819,-1.456425702,2.610408946
1820,3.500486858,1.289939503
1821,3.82679169,1.275056872
1822,0.420469337,1.541718358
1823,2.917883216,2.247295145
1824,1.050411985,1.620024319
1825,1.801924795,2.120083745
1826,2.179658394,2.120883131
1827,4.493877455,1.503153909
1828,2.893936477,1.273871963
1829,5.188949315,2.127251604
1830,3.816971463,2.124348128
1831,1.449034407,1.62066942
1832,2.200846472,1.746646564
1833,0.459246302,1.743611284
1834,-0.159755194,2.613798723
1835,-0.03175733,2.116203178
1836,-0.774852811,2.239020621
1837,-3.628220922,1.736487602
1838,-2.284228295,1.329601142
1839,-1.634650232,3.355641036
1840,-1.258212408,3.232576432
1841,-4.667930745,2.277973042
1842,-1.561952478,1.930532052
1843,-1.434134121,1.482603725
1844,-0.186757473,1.892700899
1845,-2.483163247,3.228611696
1846,-1.485731043,3.231840034
1847,-2.227746048,3.353647561
1848,-2.100012925,3.229851819
1849,1.387886619,3.241140925
1850,-1.471657369,3.231885586
1851,-2.46207375,3.228679955
1852,0.028144252,3.236739917
1853,-5.802298961,3.341633005
1854,-4.064580304,3.347473712
1855,-4.061070991,2.10767606
1856,-3.995569046,1.490450054
1857,-5.04541315,2.105592926
1858,-2.064850014,2.484588946
1859,-3.054678021,2.482124541
1860,-3.836864255,1.217141283
1861,-3.295835572,1.266009739
1862,-6.08014194,1.71109579
1863,-4.900509088,1.28736179
1864,-7.247882191,1.31113232
1865,-3.901984151,1.447413315
1866,-5.571084413,1.624709023
1867,-4.20492019,1.133177444
1868,-4.098103118,1.341645701
1869,-3.681252264,1.265520184
1870,-4.297691962,1.363466375
1871,-4.500748584,1.364595845
1872,-4.414619614,1.150827814
1873,-6.227201205,1.574587667
1874,-6.099980085,2.227088306
1875,-5.044237041,1.49145449
1876,-7.453052367,2.2240564
1877,-4.85141882,1.982120914
1878,-6.024105086,1.489985653
1879,-5.092141746,1.981641446
1880,-2.732643396,2.110487372
1881,-4.961269177,2.105770998
1882,-1.483370408,1.491622004
1883,-2.72210134,1.613919169
1884,-3.339134481,2.233274689
1885,-4.451638595,1.534210097
1886,-5.480368146,2.199631628
1887,-5.889460537,1.997167362
1888,-5.989080448,2.591183605
1889,-5.758692849,1.515300462
1890,-3.938237248,2.231932246
1891,-2.321465706,2.235555038
1892,-4.427082691,2.230836862
1893,-0.325280421,2.240028004
1894,-1.068157779,2.238363396
1895,-0.940276207,2.238649948
1896,-1.061118024,1.740961577
1897,-4.161636401,2.231431662
1898,-3.289967187,2.481538735
1899,-4.898156527,2.105904561
1900,-3.655107025,2.480629635
1901,1.509047314,1.543395933
1902,-2.4690811,1.580542237
1903,-4.26454572,2.231201068
1904,-4.013094144,2.23176451
1905,-5.867659632,2.227608879
1906,-4.006075143,2.231780237
1908,-9.439643587,2.219604932
1909,-6.595917237,2.10231164
1910,-7.704786027,2.223492326
1911,-9.42917243,2.219628395
1912,-8.562113954,2.468412513
1913,-7.729589806,0.879134093
1914,-5.959884822,2.103657657
1915,-6.203841389,2.826537803
1916,-11.13662479,1.615615981
1917,-9.819195499,1.307736375
1918,-11.29377703,1.255850785
1919,-11.18772037,1.523829321
1920,-14.13408833,1.735621739
1921,-12.77968811,1.612931526
1922,-12.16153809,1.613941466
1923,-14.36909282,1.312923101
1924,-11.41646042,1.566365523
1925,-12.2740619,1.522155192
1926,-14.66537362,1.518470012
1927,-15.82649509,1.597417224
1928,-15.57796324,1.559771811
1929,-18.12426334,1.270254198
1930,-14.52881549,1.561434138
1931,-16.60866867,2.448378766
1932,-20.75866607,1.640027979
1933,-18.55850587,2.199171778
1934,-15.49587376,2.451149325
1935,-16.71722119,2.448108499
1936,-16.46891427,2.203854045
1937,-17.19979498,2.079870968
1938,-16.21707816,1.558759163
1939,-20.12479603,2.439624559
1940,-23.04453414,2.553972959
1941,-19.87389602,2.562261693
1942,-20.41934667,1.509602735
1943,-24.67468506,1.640224007
1944,-22.84831809,1.682228316
1945,-22.41903305,2.555608155
1947,-21.5598971,2.070643813
1948,-22.16527497,2.434544317
1949,-26.04936579,2.182386582
1950,-25.80341551,2.182937697
1951,-25.55740311,2.183488951
1952,-25.79655007,2.182953081
1953,-24.09377857,2.429742864
1954,-22.50972277,3.650530103
