year,d14c,sig_d14c
-3014.5,57.4,3.0
-3024.5,59.2,3.0
-3034.5,59.2,3.0
-3044.5,58.3,3.0
-3044.5,53.7,2.8
-3054.5,52.5,3.0
-3054.5,56.8,2.9
-3064.5,56.4,3.0
-3074.5,58.7,3.0
-3074.5,68.9,2.9
-3074.5,62.0,2.4
-3084.5,58.7,3.0
-3094.5,60.8,3.0
-3104.5,52.2,3.0
-3114.5,56.2,3.0
-3114.5,56.6,3.0
-3124.5,53.6,3.0
-3134.5,55.1,2.9
-3144.5,51.9,3.0
-3154.5,58.8,3.0
-3164.5,64.4,3.0
-3164.5,65.0,3.0
-3174.5,58.9,3.0
-3184.5,61.8,3.0
-3184.5,64.1,3.0
-3194.5,60.7,2.9
-3194.5,62.4,3.0
-3204.5,61.7,3.0
-3214.5,65.6,3.1
-3214.5,65.5,3.3
-3214.5,70.3,3.3
-3224.5,68.6,3.1
-3234.5,74.5,3.1
-3244.5,79.3,3.1
-3254.5,77.9,3.1
-3264.5,75.0,2.8
-3274.5,77.1,3.4
-3284.5,79.9,3.1
-3294.5,81.4,3.1
-3304.5,81.0,3.1
-3314.5,79.0,3.1
-3314.5,77.5,3.4
-3324.5,81.2,3.1
-3324.5,87.3,3.1
-3334.5,84.3,5.1
-3334.5,86.5,5.1
-3334.5,75.8,2.4
-3344.5,82.9,3.1
-3344.5,73.5,3.3
-3344.5,79.4,4.6
-3354.5,74.8,3.3
-3364.5,72.0,3.1
-3374.5,68.2,3.1
-3384.5,63.7,3.0
-3394.5,58.1,3.3
-3394.5,64.2,3.4
-3404.5,66.8,3.1
-3414.5,65.5,3.4
-3424.5,73.8,4.8
-3424.5,70.1,4.8
-3424.5,69.5,4.0
-3434.5,73.6,3.1
-3434.5,73.0,3.3
-3444.5,73.8,3.6
-3454.5,73.9,3.5
-3464.5,82.1,3.1
-3464.5,77.8,3.4
-3474.5,83.4,3.0
-3474.5,89.9,3.1
-3484.5,83.7,3.1
-3484.5,90.4,3.1
-3494.5,81.8,3.1
-3494.5,90.6,3.4
-3504.5,76.8,3.1
-3504.5,83.4,3.4
-3514.5,73.1,3.1
-3514.5,79.3,3.1
-3524.5,76.2,3.1
-3524.5,78.3,3.4
-3534.5,77.5,3.0
-3534.5,79.2,3.4
-3544.5,71.8,3.1
-3544.5,74.4,3.3
-3554.5,74.5,3.1
-3554.5,75.4,3.5
-3564.5,79.1,3.4
-3564.5,80.1,3.1
-3574.5,79.8,3.1
-3574.5,78.9,3.5
-3584.5,78.5,3.4
-3584.5,86.7,3.4
-3594.5,91.6,3.4
-3594.5,82.1,2.2
-3604.5,87.2,2.7
-3604.5,89.4,3.1
-3614.5,88.1,3.0
-3614.5,93.7,3.0
-3614.5,91.9,3.1
-3624.5,89.3,3.4
-3634.5,81.3,3.0
-3634.5,84.1,3.4
-3644.5,73.7,3.1
-3644.5,81.6,3.4
-3654.5,68.6,3.1
-3654.5,78.5,3.4
-3664.5,73.6,3.1
-3664.5,76.6,3.1
-3674.5,65.8,2.3
-3674.5,77.9,3.4
-3684.5,73.7,2.9
-3684.5,76.4,3.3
-3694.5,75.8,3.1
-3694.5,78.6,3.1
-3704.5,73.0,3.1
-3704.5,76.7,3.4
-3714.5,68.1,2.9
-3714.5,75.6,3.3
-3724.5,76.5,5.1
-3724.5,66.4,4.8
-3734.5,73.5,3.3
-3734.5,78.2,3.4
-3744.5,72.3,3.1
-3744.5,78.4,2.7
-3754.5,73.8,2.9
-3754.5,80.4,3.4
-3764.5,70.3,3.1
-3764.5,75.4,3.3
-3774.5,73.8,3.1
-3774.5,72.6,3.3
-3784.5,74.7,2.9
-3784.5,74.3,2.9
-3784.5,76.4,3.9
-3794.5,71.6,3.6
-3794.5,78.8,3.1
-3804.5,65.4,2.3
-3814.5,65.5,2.9
-3824.5,71.3,2.9
-3834.5,73.0,3.1
-3844.5,71.4,3.1
-3854.5,73.1,2.9
-3854.5,71.1,2.3
-3864.5,76.8,3.4
-3864.5,80.1,3.1
-3864.5,77.6,2.4
-3874.5,86.6,4.3
-3874.5,83.3,3.5
-3874.5,68.1,3.1
-3874.5,65.9,3.1
-3884.5,83.2,4.6
-3884.5,98.5,3.6
-3884.5,80.5,3.0
-3894.5,81.1,3.1
-3894.5,85.1,4.6
-3904.5,81.6,3.0
-3904.5,83.6,3.1
-3914.5,82.9,3.0
-3914.5,80.7,3.1
-3924.5,83.5,3.6
-3929.5,85.0,3.1
-3934.5,84.6,3.1
-3944.5,80.9,3.0
-3949.5,79.5,3.4
-3949.5,84.5,3.4
-3954.5,80.9,4.0
-3964.5,76.0,1.9
-3969.5,76.9,2.4
-3969.5,76.2,3.1
-3974.5,72.9,1.9
-3984.5,74.2,3.1
-3984.5,67.4,2.8
-3994.5,73.2,3.1
-3994.5,65.4,3.3
-4004.5,69.2,3.3
-4004.5,68.6,3.3
-4014.5,72.1,3.1
-4024.5,79.1,3.1
-4024.5,77.6,4.7
-4024.5,76.3,3.5
-4024.5,75.0,3.9
-4034.5,80.3,3.1
-4034.5,81.4,3.4
-4034.5,81.5,3.4
-4034.5,72.9,2.8
-4044.5,75.2,3.1
-4044.5,72.1,3.1
-4094.5,76.0,3.1
-4094.5,70.6,4.7
-4104.5,76.8,3.1
-4104.5,74.8,3.3
-4114.5,79.6,3.1
-4124.5,74.7,3.1
-4124.5,66.3,3.3
-4134.5,81.5,3.4
-4144.5,80.9,3.1
-4144.5,85.8,3.4
-4164.5,86.8,3.4
-4174.5,81.4,3.1
-4184.5,76.5,3.4
-4194.5,82.6,3.4
-4204.5,87.7,3.1
-4204.5,84.4,3.1
-4214.5,93.9,3.1
-4224.5,95.3,3.4
-4234.5,82.9,3.4
-4234.5,82.5,3.4
-4244.5,82.6,3.1
-4244.5,83.0,3.1
-4254.5,87.5,3.1
-4254.5,87.7,3.4
-4264.5,80.2,3.9
-4274.5,76.0,3.3
-4274.5,76.0,3.6
-4274.5,79.6,3.9
-4284.5,83.0,3.1
-4284.5,79.1,3.4
-4294.5,85.5,3.5
-4304.5,91.6,3.4
-4314.5,92.1,3.4
-4324.5,86.6,3.4
-4334.5,81.7,3.4
-4334.5,79.6,3.4
-4344.5,80.1,3.4
-4344.5,76.0,3.3
-4354.5,74.0,3.3
-4364.5,73.8,3.1
-4374.5,77.9,3.1
-4374.5,68.8,3.3
-4384.5,78.7,3.5
-4394.5,75.3,3.5
-4404.5,74.9,4.8
-4404.5,80.4,4.7
-4414.5,73.4,3.3
-4424.5,84.6,3.5
-4434.5,87.9,3.5
-4444.5,83.6,3.4
-4454.5,79.6,3.5
-4464.5,73.8,3.3
-4464.5,69.2,3.3
-4474.5,73.3,3.3
-4484.5,76.2,3.5
-4494.5,75.5,3.3
-4504.5,76.4,3.3
-4514.5,77.3,3.4
-4524.5,78.6,3.6
-4534.5,79.1,3.4
-4544.5,72.6,3.6
-4554.5,72.8,3.3
-4564.5,73.1,3.3
-4564.5,72.3,3.6
-4574.5,78.1,3.4
-4574.5,73.6,3.3
-4584.5,80.1,3.1
-4584.5,73.5,3.5
-4594.5,76.4,3.3
-4604.5,77.9,3.4
-4614.5,79.6,3.6
-4624.5,76.8,3.1
-4624.5,73.0,2.8
-4634.5,79.0,2.8
-4644.5,80.0,3.1
-4644.5,82.7,2.8
-4644.5,83.1,3.0
-4654.5,80.0,3.4
-4654.5,84.4,3.4
-4664.5,87.5,3.4
-4674.5,87.4,3.7
-4684.5,89.0,2.4
-4684.5,81.3,3.4
-4694.5,79.5,3.4
-4694.5,81.1,3.6
-4704.5,85.6,3.1
-4704.5,81.6,3.4
-4714.5,79.9,3.4
-4724.5,78.5,3.4
-4734.5,80.1,3.4
-4787.5,83.6,3.4
-4797.5,77.9,2.8
-4804.5,81.3,4.7
-4804.5,80.6,5.1
-4807.5,81.9,3.4
-4814.5,83.9,3.5
-4817.5,85.9,3.6
-4824.5,80.5,3.4
-4827.5,84.8,3.5
-4834.5,82.6,3.4
-4837.5,80.2,3.6
-4844.5,81.4,3.5
-4847.5,77.2,3.4
-4854.5,79.3,3.4
-4854.5,78.4,3.4
-4857.5,80.3,3.4
-4864.5,81.3,3.4
-4867.5,90.8,3.5
-4874.5,77.9,3.5
-4877.5,88.4,3.4
-4884.5,93.1,3.5
-4887.5,82.0,3.6
-4894.5,86.5,2.4
-4897.5,78.9,3.9
-4904.5,93.3,3.4
-4904.5,85.1,2.4
-4914.5,85.0,2.7
-4924.5,83.9,3.4
-4934.5,88.3,3.4
-4934.5,91.7,3.5
-4944.5,81.5,2.2
-4944.5,92.2,3.4
-4954.5,83.5,3.4
-4954.5,90.2,3.5
-4964.5,79.6,3.5
-4964.5,90.0,3.5
-4974.5,85.1,3.4
-4974.5,90.6,3.4
-4984.5,88.4,2.4
-4994.5,85.1,3.4
-5004.5,83.3,3.4
-5014.5,88.4,3.5
-5024.5,85.7,3.4
-5034.5,87.3,3.5
-5044.5,85.5,3.5
-5054.5,89.4,3.5
-5064.5,83.5,3.4
-5074.5,82.5,3.5
-5084.5,80.3,3.4
-5094.5,87.0,3.4
-5094.5,86.9,3.5
-5104.5,83.0,3.4
-5114.5,92.7,3.4
-5124.5,85.0,3.4
-5134.5,94.8,3.1
-5144.5,95.7,2.5
-5164.5,92.6,3.4
-5174.5,99.1,3.4
-5184.5,105.3,3.4
-5184.5,108.3,3.6
-5194.5,110.2,3.7
-5194.5,91.9,7.7
-5204.5,111.1,5.3
-5204.5,106.8,5.0
-5265.5,95.2,3.7
-5275.5,103.5,3.6
-5285.5,100.3,3.4
-5285.5,102.8,3.6
-5295.5,100.8,3.4
-5295.5,104.5,3.6
-5305.5,97.9,3.4
-5315.5,96.4,2.3
-5325.5,88.5,2.3
-5335.5,94.8,3.5
-5345.5,92.2,3.5
-5355.5,95.5,3.4
-5355.5,96.9,3.6
-5365.5,97.1,3.6
-5365.5,92.2,3.5
-5375.5,90.6,3.4
-5385.5,88.9,3.7
-5385.5,93.3,3.5
-5395.5,93.1,3.4
-5395.5,82.0,3.6
-5405.5,96.4,3.5
-5415.5,100.2,3.7
-5425.5,98.6,4.1
-5435.5,101.5,3.6
-5445.5,100.7,3.6
-5455.5,105.3,3.4
-5455.5,107.8,3.7
-5465.5,103.6,3.7
-5465.5,106.9,3.7
-5475.5,95.2,3.4
-5485.5,87.0,3.7
-5485.5,83.7,3.6
-5495.5,87.1,3.5
-5505.5,92.5,3.5
-5505.5,92.5,3.5
-5515.5,89.2,3.5
-5525.5,92.4,3.7
-5535.5,88.5,3.5
-5545.5,87.2,3.7
-5555.5,92.5,3.5
-5565.5,80.9,3.5
-5575.5,84.8,3.6
-5585.5,83.3,3.6
-5595.5,98.2,3.6
-5605.5,97.3,3.7
-5615.5,85.9,3.4
-5615.5,96.9,3.7
-5625.5,82.9,3.5
-5635.5,80.9,3.9
-5645.5,80.0,3.0
-5645.5,75.4,3.6
-5655.5,86.4,3.4
-5655.5,85.0,3.5
-5665.5,79.3,3.6
-5675.5,82.9,3.0
-5675.5,71.8,3.5
-5685.5,81.5,3.4
-5695.5,83.9,3.6
-5705.5,87.1,3.5
-5705.5,83.1,3.5
-5715.5,82.5,3.6
-5725.5,78.7,5.6
-5735.5,74.4,3.5
-5745.5,77.4,3.5
-5745.5,70.7,3.3
-5755.5,73.6,3.6
-5765.5,76.9,3.4
-5775.5,76.2,3.1
-5785.5,77.4,3.4
-5795.5,77.4,3.6
-5805.5,81.5,3.6
-5805.5,78.3,3.9
-5815.5,76.4,3.6
-5825.5,77.0,3.5
-5825.5,86.3,3.5
-5835.5,84.2,3.5
-5835.5,87.2,3.9
-5845.5,77.6,3.6
-5855.5,78.2,2.7
-5865.5,82.3,3.6
-5865.5,82.6,3.1
-5875.5,83.8,3.5
-5875.5,81.1,3.5
-5885.5,86.7,3.5
-5885.5,80.1,3.5
-5895.5,76.1,3.9
-5905.5,81.4,3.1
-5915.5,81.8,3.5
-5925.5,74.3,3.5
-5935.5,73.4,3.9
-5945.5,82.2,3.5
-5945.5,78.0,3.6
-5955.5,93.0,3.5
-5955.5,86.6,4.2
-5965.5,93.3,3.5
-5965.5,91.4,3.7
-5975.5,86.9,4.3
-5985.5,80.7,3.5
-5995.5,80.8,3.4
-6005.5,79.3,3.6
-6015.5,75.6,4.2
-6022.5,70.8,3.6
-6025.5,75.3,3.6
-6025.5,73.6,5.3
-6035.5,70.6,3.6
-6042.5,80.9,3.6
-6042.5,81.0,3.5
-6175.5,81.6,2.8
-6175.5,84.0,3.6
-6185.5,80.3,3.5
-6195.5,85.8,3.5
-6195.5,87.8,4.6
-6205.5,82.4,3.5
-6205.5,86.6,4.6
-6215.5,82.4,4.7
-6225.5,79.5,3.6
-6235.5,67.0,4.8
-6245.5,74.2,3.6
-6255.5,70.5,4.7
-6265.5,73.7,3.9
-6275.5,66.6,5.0
-6285.5,79.0,3.9
-6295.5,78.6,3.6
-6295.5,76.3,4.6
-6305.5,74.6,3.5
-6305.5,75.2,3.9
-6315.5,83.5,3.5
-6315.5,83.6,4.9
-6325.5,85.0,3.6
-6325.5,83.3,4.3
-6335.5,84.9,3.6
-6345.5,81.6,3.5
-6345.5,85.5,3.9
-6395.5,80.3,4.6
-6405.5,73.6,3.6
-6405.5,86.0,3.7
-6415.5,79.8,3.6
-6415.5,83.1,3.6
-6425.5,79.5,2.8
-6425.5,81.7,4.3
-6435.5,75.5,3.9
-6445.5,74.6,3.6
-6445.5,75.8,3.9
-6455.5,75.1,2.8
-6465.5,67.0,3.9
-6465.5,74.2,3.6
-6475.5,64.0,3.0
-6485.5,63.4,4.0
-6495.5,70.0,4.1
-6505.5,71.5,3.6
-6515.5,66.8,3.6
-6515.5,70.5,3.6
-6525.5,67.0,3.6
-6525.5,74.5,4.0
-6535.5,65.5,3.6
-6545.5,73.2,3.9
-6545.5,73.5,4.0
-6555.5,71.4,4.0
-6555.5,74.5,3.9
-6565.5,76.7,4.0
-6575.5,75.0,3.9
-6575.5,70.1,4.0
-6585.5,78.7,2.8
-6585.5,81.5,3.9
-6595.5,72.3,3.6
-6605.5,71.0,3.6
-6605.5,69.9,3.5
-6615.5,72.0,3.5
-6615.5,62.8,4.2
-6625.5,79.9,3.6
-6625.5,71.4,4.3
-6635.5,76.1,3.6
-6635.5,73.4,4.1
-6645.5,64.6,2.8
-6645.5,72.5,3.9
-6655.5,64.5,4.2
-6665.5,67.9,4.3
-6675.5,68.6,3.9
-6685.5,69.2,4.0
-6695.5,69.8,4.5
-6705.5,64.3,4.0
-6715.5,63.5,4.2
-6725.5,71.4,3.6
-6735.5,67.5,4.1
-6745.5,55.6,5.3
-6745.5,70.2,4.0
-6745.5,83.8,3.9
-6755.5,72.3,4.7
-6765.5,64.2,4.0
-6765.5,77.8,3.0
-6775.5,71.4,4.0
-6785.5,64.8,4.1
-6785.5,76.4,3.9
-6795.5,74.4,4.7
-6805.5,75.7,3.9
-6815.5,82.0,6.5
-6815.5,82.2,4.7
-6825.5,66.9,5.2
-6825.5,79.1,3.9
-6835.5,77.4,4.7
-6845.5,69.4,3.9
-6855.5,80.3,4.7
-6865.5,69.6,3.6
-6875.5,79.4,4.6
-6885.5,81.6,3.9
-6895.5,83.1,3.9
-6895.5,84.8,4.7
-6905.5,86.7,3.9
-6915.5,88.3,4.7
-6925.5,78.5,3.0
-6925.5,78.9,2.8
-6935.5,89.5,3.7
-6945.5,93.0,3.7
-6955.5,88.2,5.3
-6955.5,85.9,4.7
-6965.5,98.6,4.9
-6965.5,85.7,3.6
-6975.5,97.6,4.8
-6985.5,94.9,4.0
-6995.5,98.1,4.2
-7005.5,97.5,3.6
-7005.5,91.8,3.5
-7015.5,92.0,3.7
-7025.5,98.3,4.2
-7025.5,95.0,4.4
-7035.5,94.4,4.2
-7045.5,98.3,4.1
-7055.5,98.5,4.0
-7065.5,84.0,3.0
-7075.5,88.0,3.7
-7075.5,85.0,4.2
-7085.5,76.6,4.0
-7095.5,81.3,4.8
-7105.5,90.3,3.7
-7115.5,91.8,3.7
-7125.5,86.9,5.3
-7135.5,91.0,4.2
-7145.5,86.0,3.9
-7155.5,96.4,4.0
-7165.5,91.9,3.7
-7175.5,92.8,3.7
-7185.5,85.8,3.9
-7185.5,81.6,3.9
-7195.5,84.4,2.8
-7195.5,83.3,4.3
724.5,-10.9,2.7
724.5,-7.2,2.7
714.5,-4.6,2.7
714.5,-8.1,2.7
704.5,-6.7,3.0
704.5,-6.5,3.0
694.5,-3.6,3.0
694.5,-6.3,3.0
684.5,-6.4,3.0
684.5,-6.4,3.0
674.5,-8.1,2.7
674.5,-5.7,2.7
664.5,-11.6,2.7
664.5,-8.9,2.7
654.5,-14.1,2.7
654.5,-13.9,2.7
644.5,-19.2,2.7
644.5,-19.3,2.7
634.5,-16.9,2.7
634.5,-18.9,2.7
624.5,-16.9,2.9
624.5,-20.1,2.9
614.5,-15.5,2.9
614.5,-19.0,2.9
604.5,-16.2,2.9
604.5,-21.0,2.9
594.5,-23.0,2.9
594.5,-15.4,2.9
584.5,-19.6,2.9
584.5,-16.9,2.9
574.5,-17.1,2.9
574.5,-20.0,2.9
564.5,-21.9,2.4
564.5,-20.2,2.4
554.5,-19.1,2.1
554.5,-21.9,2.3
544.5,-21.2,2.4
544.5,-25.3,2.4
534.5,-24.0,2.4
534.5,-27.3,2.4
524.5,-27.2,2.5
524.5,-28.0,2.4
514.5,-19.9,2.6
514.5,-24.6,2.4
504.5,-25.4,2.5
504.5,-24.8,2.4
494.5,-28.9,2.5
494.5,-22.2,2.4
-1499.5,10.6,2.3
-1509.5,14.4,2.3
-1519.5,10.2,2.3
1744.5,-0.2,2.5
1734.5,5.3,2.6
1724.5,10.5,2.5
1714.5,21.5,2.0
1704.5,14.1,2.4
1694.5,16.5,2.4
1684.5,17.3,2.5
1674.5,10.5,2.5
1664.5,6.7,2.4
1654.5,6.9,2.1
1644.5,5.9,2.1
1634.5,0.9,2.1
1624.5,3.8,2.1
1614.5,0.4,2.1
1604.5,1.0,2.2
1594.5,-3.3,2.2
1584.5,5.1,2.3
1574.5,4.5,2.3
1564.5,9.5,2.0
1554.5,9.5,2.3
1544.5,7.4,2.4
1534.5,13.3,2.4
1524.5,10.7,2.3
1514.5,12.3,2.3
1504.5,13.3,2.3
1494.5,13.0,2.6
1484.5,8.5,2.5
1474.5,14.0,2.4
1464.5,9.4,2.3
1454.5,8.3,2.6
1444.5,3.5,2.9
1434.5,2.1,2.1
1424.5,-0.0,2.4
1414.5,-2.3,2.2
1404.5,-5.8,1.5
1394.5,-4.2,2.4
1384.5,-12.6,2.3
1374.5,-12.5,2.3
1364.5,-10.3,2.3
1354.5,-2.5,2.2
1344.5,-1.2,2.1
1334.5,2.6,1.7
1324.5,3.2,2.5
1314.5,-0.1,1.9
1304.5,-2.8,2.2
1294.5,-3.5,2.2
1284.5,-4.6,2.0
1274.5,-8.6,2.3
1264.5,-12.6,2.1
1254.5,-13.1,2.1
1244.5,-13.8,2.2
1234.5,-14.5,2.5
1224.5,-11.0,2.2
1214.5,-16.5,2.4
1204.5,-18.2,2.2
1194.5,-12.4,2.5
1184.5,-9.3,2.1
1174.5,-14.6,2.1
1164.5,-17.0,2.2
1154.5,-17.0,2.0
1144.5,-20.7,2.0
1134.5,-16.7,2.0
1124.5,-17.4,2.4
1114.5,-20.3,2.2
1104.5,-16.8,2.4
1094.5,-16.7,2.2
1084.5,-16.3,2.1
1074.5,-7.2,2.5
1064.5,-8.4,2.5
1054.5,-2.0,2.4
1044.5,-15.6,2.1
1034.5,-10.2,2.3
1024.5,-11.3,2.3
1014.5,-18.1,2.1
1004.5,-17.9,2.1
994.5,-14.2,2.1
984.5,-16.3,2.1
974.5,-17.0,2.1
964.5,-21.7,2.2
954.5,-17.7,2.2
1749.5,3.8,2.7
1729.5,14.1,2.8
1709.5,20.8,2.0
1689.5,20.4,2.9
1669.5,4.9,2.8
1649.5,3.9,2.0
1629.5,-5.4,2.8
1609.5,-3.9,2.7
1589.5,1.3,2.4
1569.5,0.3,2.7
1549.5,10.0,1.9
1529.5,15.4,2.9
1509.5,12.3,2.9
1489.5,14.5,2.9
1469.5,9.4,3.1
1459.5,8.8,1.8
1449.5,3.5,2.9
1429.5,0.7,3.2
1409.5,1.6,2.4
1389.5,-6.7,5.8
1369.5,-13.2,2.3
1349.5,-6.8,2.7
1329.5,4.1,2.4
1309.5,4.5,2.4
1289.5,2.3,5.9
1265,-12.4,2.8
1255,-15.6,2.8
939.5,-15.8,2.7
919.5,-14.2,2.3
899.5,-10.2,2.3
879.5,-19.2,2.3
859.5,-15.4,2.8
849.5,-17.7,2.8
829.5,-13.0,2.8
809.5,-14.3,2.7
789.5,-13.9,2.7
769.5,-12.4,2.7
749.5,-13.8,2.7
729.5,-7.4,2.0
709.5,-9.5,3.1
689.5,-6.7,3.1
669.5,-10.5,3.1
649.5,-17.8,2.0
629.5,-14.7,3.1
609.5,-19.8,3.1
589.5,-24.8,3.0
569.5,-18.0,3.1
549.5,-21.3,3.2
529.5,-18.9,3.1
509.5,-18.8,2.8
489.5,-20.8,2.8
469.5,-14.1,2.8
449.5,-14.0,2.8
429.5,-17.2,2.8
409.5,-18.3,2.8
389.5,-20.3,2.8
369.5,-21.0,2.8
349.5,-15.4,3.1
329.5,-18.7,3.1
309.5,-19.0,2.8
289.5,-14.3,2.8
269.5,-10.8,3.1
249.5,-7.6,3.1
229.5,-15.6,3.1
209.5,-14.8,3.1
189.5,-19.8,3.1
169.5,-13.3,3.1
149.5,-7.9,3.1
129.5,-9.0,3.1
109.5,-14.9,3.1
89.5,-13.9,3.1
69.5,-18.5,2.7
49.5,-14.2,3.1
29.5,-11.4,2.7
9.5,-14.6,2.8
-9.5,-10.9,3.1
-29.5,-13.5,3.1
-49.5,-13.6,2.8
-69.5,-12.4,2.7
-89.5,-11.6,2.7
-109.5,-12.3,2.3
-129.5,-11.4,2.7
-229.5,-8.1,2.8
-249.5,-7.2,2.7
-269.5,-11.7,2.7
-289.5,-1.8,3.1
-294.5,-2.7,2.9
-309.5,-1.0,2.9
-309.5,-1.0,2.9
-329.5,1.4,3.1
-349.5,5.6,2.8
-369.5,3.9,2.2
-389.5,-0.8,2.6
-409.5,-18.8,3.1
-429.5,-12.7,2.8
-449.5,-10.1,2.8
-469.5,-10.9,2.8
-489.5,-5.6,2.8
-509.5,-3.1,2.9
-529.5,-6.0,2.8
-549.5,-8.3,2.8
-569.5,-1.8,2.9
-589.5,-0.9,2.9
-609.5,-3.2,2.9
-629.5,4.8,2.9
-649.5,7.0,2.4
-669.5,5.1,2.0
-689.5,12.1,2.0
-709.5,17.1,2.7
-729.5,19.6,2.3
-749.5,23.1,2.3
-769.5,16.8,2.8
-789.5,18.1,2.0
-809.5,6.2,3.1
-829.5,6.0,3.1
-849.5,2.3,2.7
-869.5,1.3,2.4
-889.5,5.5,2.4
-909.5,2.7,2.2
-929.5,-1.7,3.2
-949.5,0.2,3.2
-969.5,5.5,1.9
-989.5,5.2,2.0
-1009.5,2.5,1.4
-1029.5,4.2,2.0
-1049.5,3.3,1.7
-1069.5,3.0,1.7
-1089.5,8.5,2.0
-1109.5,14.0,2.0
-1149.5,9.0,2.8
-1169.5,7.0,2.4
-1189.5,13.6,2.8
-1209.5,14.3,2.8
-1229.5,11.0,2.4
-1249.5,22.5,2.4
-1269.5,12.8,2.9
-1289.5,15.4,2.9
-1309.5,15.7,2.9
-1329.5,11.4,2.8
-1349.5,21.0,2.8
-1369.5,24.7,3.2
-1389.5,24.2,2.7
-1409.5,21.1,2.4
-1429.5,13.0,2.8
-1449.5,13.2,1.8
-1469.5,15.3,2.7
-1489.5,20.8,2.8
-1509.5,24.8,2.8
-1529.5,9.9,2.6
-1549.5,10.1,3.1
-1569.5,17.2,2.8
-1589.5,19.3,2.4
-1609.5,21.9,2.7
-1629.5,19.3,2.7
-1649.5,22.3,2.3
-1669.5,23.7,2.7
-1689.5,16.9,2.8
-1709.5,15.2,3.3
-1729.5,25.4,2.3
-1749.5,20.1,2.7
-1769.5,19.4,2.4
-1789.5,13.5,2.9
-1809.5,24.9,3.3
-1829.5,19.8,3.3
-1849.5,30.7,2.4
-1869.5,32.1,2.4
-1889.5,24.4,2.3
-1909.5,21.6,3.2
-1929.5,27.4,2.4
-1949.5,25.0,2.3
-1969.5,28.0,2.9
-1989.5,21.0,3.7
-2009.5,28.9,2.7
-2029.5,31.6,2.8
-2049.5,22.7,2.8
-2069.5,25.5,3.2
-2089.5,33.6,2.7
-2109.5,35.6,3.2
-2129.5,34.6,3.2
-2149.5,23.9,2.3
-2169.5,33.3,3.2
-2189.5,29.2,2.4
-2209.5,28.0,2.4
-2229.5,32.4,2.8
-2249.5,40.0,2.3
-2269.5,40.7,2.9
-2289.5,36.7,2.8
-2309.5,38.6,2.8
-2329.5,38.6,2.3
-2349.5,40.5,2.8
-2369.5,41.6,2.3
-2389.5,44.5,2.9
-2409.5,42.9,2.1
-2429.5,49.5,1.3
-2449.5,52.4,1.8
-2469.5,42.5,2.3
-2489.5,45.1,2.3
-2509.5,38.5,1.8
-2529.5,40.5,2.7
-2549.5,51.0,2.5
-2569.5,48.3,2.0
-2589.5,43.8,1.9
-2609.5,45.3,3.3
-2629.5,40.7,1.8
-2649.5,50.7,2.5
-2669.5,43.2,2.1
-2689.5,51.2,2.1
-2709.5,41.8,2.1
-2729.5,54.5,1.6
-2749.5,54.0,2.1
-2769.5,57.0,2.9
-2789.5,47.0,2.3
-2809.5,62.2,2.4
-2829.5,72.4,1.5
-2849.5,75.5,2.0
-2889.5,59.7,2.4
-2909.5,57.6,2.1
-2929.5,45.9,2.3
-2949.5,46.1,2.3
-2969.5,50.1,3.3
-2989.5,54.1,2.5
-3009.5,60.8,2.5
-3029.5,58.1,2.4
-3049.5,51.3,2.4
-3069.5,58.5,2.5
-3089.5,60.3,2.9
-3109.5,53.1,3.5
-3129.5,56.8,2.8
-3149.5,53.9,2.5
-3169.5,63.3,3.3
-3189.5,59.2,2.8
-3209.5,60.2,2.9
-3229.5,66.8,2.1
-3249.5,76.8,2.4
-3269.5,77.0,3.1
-3289.5,80.3,2.6
-3309.5,78.3,2.6
-3329.5,79.3,2.6
-3349.5,73.9,2.5
-3369.5,70.2,3.3
-3389.5,58.6,2.9
-3409.5,66.5,3.3
-3429.5,72.4,3.3
-3449.5,75.0,3.1
-3469.5,77.2,3.4
-3489.5,82.2,3.5
-3509.5,75.6,3.5
-3529.5,71.8,3.5
-3549.5,68.3,3.5
-3569.5,74.4,3.6
-3589.5,85.2,3.6
-3609.5,85.1,3.6
-3629.5,80.2,3.6
-3649.5,74.4,3.6
-3669.5,78.0,3.4
-3689.5,79.3,3.4
-3709.5,69.6,3.3
-3729.5,70.5,3.3
-3749.5,77.2,3.4
-3769.5,83.7,3.1
-3789.5,70.4,3.3
-3809.5,74.4,3.1
-3829.5,63.8,2.8
-3842.5,70.8,3.1
-3862.5,72.2,3.1
-3882.5,86.8,3.1
-3902.5,82.1,3.1
-3922.5,90.0,3.1
-3942.5,85.8,3.1
-3962.5,79.8,3.1
-3982.5,76.9,3.1
-3989.5,78.6,2.8
-4009.5,69.7,2.5
-4029.5,78.8,2.4
-4049.5,66.7,2.4
-4069.5,72.4,2.5
-4089.5,73.2,2.5
-4109.5,76.0,3.3
-4129.5,83.8,3.4
-4149.5,80.3,3.9
-4169.5,76.2,2.9
-4189.5,80.2,3.5
-4209.5,94.8,3.1
-4229.5,86.4,3.0
-4249.5,78.5,3.0
-4269.5,80.2,3.1
-4289.5,87.1,3.1
-4309.5,89.4,2.8
-4329.5,90.2,3.0
-4349.5,81.9,2.8
-4369.5,73.7,2.5
-4389.5,78.1,3.0
-4409.5,75.9,2.9
-4429.5,83.2,3.0
-4449.5,86.5,3.0
-4469.5,77.3,3.0
