year,d14c,sig_d14c
770,-18.8,2.2
771,-15.2,2.2
772,-20.3,2.3
773,-20.9,2.2
774,-12.7,2.2
775,-9.7,2.2
776,-6.5,2.2
777,-1.4,2.2
778,-4,2.2
779,-4.2,2.2
780,-8.9,2.2
