year,d14c,sig_d14c
770,-19.9,2
771,-20.4,2.1
772,-21.2,2
773,-16.9,2
774,-11.4,2
775,-6.1,2
776,-2.6,2
777,-2.9,2
778,-6.5,2
779,-6.2,2
780,-4,2
