year,d14c,sig_d14c
-5271,95.5,2.58
-5270,92.25,2.53
-5269,92.06,2.59
-5268,95.33,2.59
-5267,96.87,2.59
-5266,90.13,2.66
-5265,95.57,1.81
-5264,96.45,1.82
-5263,96.6,1.32
-5262,96.35,1.87
-5261,91.12,1.87
-5260,104.14,1.55
-5259,110.31,1.54
-5258,109.45,1.55
-5257,110.4,1.87
-5256,108.51,1.55
-5255,105.98,1.51
-5254,104.37,1.88
-5253,102.54,1.54
-5252,99.42,1.53
-5251,99.6,1.87
