year,rate
1708.25,1.078830661
1708.333333,1.080809116
1708.416667,1.083051818
1708.5,1.08555327
1708.583333,1.088305947
1708.666667,1.091300409
1708.75,1.094525431
1708.833333,1.097968153
1708.916667,1.101614243
1709,1.105448069
1709.083333,1.109452877
1709.166667,1.11361098
1709.25,1.117903932
1709.333333,1.122312713
1709.416667,1.126817899
1709.5,1.131399828
1709.583333,1.136038749
1709.666667,1.140714975
1709.75,1.145409013
1709.833333,1.150101686
1709.916667,1.154774256
1710,1.159408525
1710.083333,1.163986944
1710.166667,1.168492703
1710.25,1.172909833
1710.333333,1.177223293
1710.416667,1.181419068
1710.5,1.185484259
1710.583333,1.189407176
1710.666667,1.193177431
1710.75,1.196786027
1710.833333,1.200225443
1710.916667,1.203489715
1711,1.206574505
1711.083333,1.20947716
1711.166667,1.212196754
1711.25,1.214734109
1711.333333,1.2170918
1711.416667,1.219274123
1711.5,1.221287049
1711.583333,1.223138144
1711.666667,1.224836466
1711.75,1.226392429
1711.833333,1.227817655
1711.916667,1.229124791
1712,1.230327315
1712.083333,1.231439323
1712.166667,1.232475304
1712.25,1.233449906
1712.333333,1.234377698
1712.416667,1.235272931
1712.5,1.236149305
1712.583333,1.237019734
1712.666667,1.237896129
1712.75,1.238789188
1712.833333,1.239708202
1712.916667,1.240660876
1713,1.241653176
1713.083333,1.242689189
1713.166667,1.243771012
1713.25,1.244898671
1713.333333,1.246070053
1713.416667,1.247280882
1713.5,1.248524717
1713.583333,1.249792972
1713.666667,1.25107498
1713.75,1.252358072
1713.833333,1.253627688
1713.916667,1.254867514
1714,1.256059644
1714.083333,1.257184758
1714.166667,1.258222329
1714.25,1.259150838
1714.333333,1.25994801
1714.416667,1.260591055
1714.5,1.261056922
1714.583333,1.261322561
1714.666667,1.261365183
1714.75,1.261162524
1714.833333,1.260693107
1714.916667,1.259936497
1715,1.258873554
1715.083333,1.257486666
1715.166667,1.25575998
1715.25,1.253679608
1715.333333,1.251233817
1715.416667,1.248413201
1715.5,1.245210827
1715.583333,1.241622356
1715.666667,1.237646141
1715.75,1.233283293
1715.833333,1.228537723
1715.916667,1.223416153
1716,1.217928101
1716.083333,1.212085829
1716.166667,1.205904273
1716.25,1.199400939
1716.333333,1.192595769
1716.416667,1.185510988
1716.5,1.178170924
1716.583333,1.170601798
1716.666667,1.162831507
1716.75,1.154889383
1716.833333,1.146805931
1716.916667,1.138612569
1717,1.130341353
1717.083333,1.122024699
1717.166667,1.113695116
1717.25,1.105384933
1717.333333,1.097126054
1717.416667,1.088949712
1717.5,1.080886253
1717.583333,1.072964938
1717.666667,1.065213758
1717.75,1.057659284
1717.833333,1.05032653
1717.916667,1.043238844
1718,1.036417818
1718.083333,1.029883217
1718.166667,1.023652933
1718.25,1.017742957
1718.333333,1.012167358
1718.416667,1.006938296
1718.5,1.002066027
1718.583333,0.99755894
1718.666667,0.993423587
1718.75,0.989664736
1718.833333,0.986285419
1718.916667,0.983286993
1719,0.9806692
1719.083333,0.97843023
1719.166667,0.976566783
1719.25,0.97507413
1719.333333,0.973946178
1719.416667,0.973175518
1719.5,0.972753485
1719.583333,0.972670208
1719.666667,0.972914659
1719.75,0.9734747
1719.833333,0.974337132
1719.916667,0.975487748
1720,0.976911386
1720.083333,0.978591991
1720.166667,0.980512689
1720.25,0.982655867
1720.333333,0.985003271
1720.416667,0.987536118
1720.5,0.990235222
1720.583333,0.993081135
1720.666667,0.996054303
1720.75,0.999135225
1720.833333,1.002304633
1720.916667,1.005543663
1721,1.008834032
1721.083333,1.012158213
1721.166667,1.015499586
1721.25,1.018842587
1721.333333,1.022172829
1721.416667,1.025477191
1721.5,1.02874389
1721.583333,1.031962518
1721.666667,1.035124043
1721.75,1.038220787
1721.833333,1.041246371
1721.916667,1.044195633
1722,1.047064517
1722.083333,1.049849947
1722.166667,1.052549673
1722.25,1.055162114
1722.333333,1.057686182
1722.416667,1.0601211
1722.5,1.062466224
1722.583333,1.064720861
1722.666667,1.066884091
1722.75,1.068954602
1722.833333,1.070930533
1722.916667,1.072809334
1723,1.074587641
1723.083333,1.076261171
1723.166667,1.077824646
1723.25,1.079271737
1723.333333,1.080595033
1723.416667,1.081786048
1723.5,1.082835244
1723.583333,1.083732094
1723.666667,1.084465166
1723.75,1.085022241
1723.833333,1.085390444
1723.916667,1.085556413
1724,1.085506478
1724.083333,1.085226855
1724.166667,1.084703861
1724.25,1.083924131
1724.333333,1.082874838
1724.416667,1.081543919
1724.5,1.079920297
1724.583333,1.077994091
1724.666667,1.075756823
1724.75,1.073201616
1724.833333,1.070323366
1724.916667,1.067118912
1725,1.063587178
1725.083333,1.059729296
1725.166667,1.055548713
1725.25,1.051051266
1725.333333,1.046245239
1725.416667,1.04114139
1725.5,1.035752956
1725.583333,1.030095626
1725.666667,1.024187495
1725.75,1.018048983
1725.833333,1.011702737
1725.916667,1.005173504
1726,0.998487984
1726.083333,0.991674656
1726.166667,0.984763594
1726.25,0.977786259
1726.333333,0.970775283
1726.416667,0.963764234
1726.5,0.956787374
1726.583333,0.949879417
1726.666667,0.943075265
1726.75,0.936409757
1726.833333,0.929917404
1726.916667,0.923632135
1727,0.917587036
1727.083333,0.911814106
1727.166667,0.906344012
1727.25,0.90120586
1727.333333,0.89642698
1727.416667,0.892032724
1727.5,0.888046282
1727.583333,0.884488522
1727.666667,0.881377839
1727.75,0.87873004
1727.833333,0.876558236
1727.916667,0.874872766
1728,0.873681139
1728.083333,0.872988003
1728.166667,0.87279513
1728.25,0.873101434
1728.333333,0.873903001
1728.416667,0.87519315
1728.5,0.876962508
1728.583333,0.879199112
1728.666667,0.881888526
1728.75,0.885013974
1728.833333,0.888556492
1728.916667,0.892495088
1729,0.89680692
1729.083333,0.901467473
1729.166667,0.906450748
1729.25,0.911729449
1729.333333,0.917275173
1729.416667,0.923058591
1729.5,0.929049634
1729.583333,0.935217668
1729.666667,0.941531666
1729.75,0.947960371
1729.833333,0.954472461
1729.916667,0.961036701
1730,0.967622094
1730.083333,0.974198033
1730.166667,0.980734443
1730.25,0.987201928
1730.333333,0.993571915
1730.416667,0.999816794
1730.5,1.005910068
1730.583333,1.011826489
1730.666667,1.017542202
1730.75,1.023034883
1730.833333,1.028283869
1730.916667,1.033270288
1731,1.037977166
1731.083333,1.042389537
1731.166667,1.046494519
1731.25,1.050281385
1731.333333,1.053741598
1731.416667,1.056868825
1731.5,1.059658926
1731.583333,1.062109912
1731.666667,1.064221874
1731.75,1.065996895
1731.833333,1.067438923
1731.916667,1.068553638
1732,1.069348284
1732.083333,1.069831501
1732.166667,1.070013131
1732.25,1.069904025
1732.333333,1.069515847
1732.416667,1.068860867
1732.5,1.067951772
1732.583333,1.066801471
1732.666667,1.065422915
1732.75,1.063828928
1732.833333,1.06203205
1732.916667,1.060044395
1733,1.05787753
1733.083333,1.05554237
1733.166667,1.053049094
1733.25,1.050407084
1733.333333,1.047624885
1733.416667,1.044710187
1733.5,1.041669832
1733.583333,1.038509841
1733.666667,1.035235464
1733.75,1.031851242
1733.833333,1.028361101
1733.916667,1.024768446
1734,1.021076283
1734.083333,1.017287335
1734.166667,1.013404187
1734.25,1.009429413
1734.333333,1.005365726
1734.416667,1.001216109
1734.5,0.996983958
1734.583333,0.992673205
1734.666667,0.988288442
1734.75,0.983835028
1734.833333,0.979319188
1734.916667,0.974748088
1735,0.9701299
1735.083333,0.965473844
1735.166667,0.960790214
1735.25,0.956090369
1735.333333,0.951386723
1735.416667,0.946692685
1735.5,0.942022601
1735.583333,0.937391655
1735.666667,0.93281576
1735.75,0.928311422
1735.833333,0.923895592
1735.916667,0.919585497
1736,0.915398468
1736.083333,0.911351753
1736.166667,0.907462327
1736.25,0.90374671
1736.333333,0.900220777
1736.416667,0.89689959
1736.5,0.893797229
1736.583333,0.890926645
1736.666667,0.888299526
1736.75,0.885926179
1736.833333,0.883815432
1736.916667,0.881974554
1737,0.880409198
1737.083333,0.879123362
1737.166667,0.878119374
1737.25,0.877397893
1737.333333,0.876957933
1737.416667,0.87679691
1737.5,0.876910703
1737.583333,0.877293736
1737.666667,0.877939074
1737.75,0.878838541
1737.833333,0.87998284
1737.916667,0.881361697
1738,0.882964005
1738.083333,0.884777977
1738.166667,0.886791309
1738.25,0.888991335
1738.333333,0.891365189
1738.416667,0.893899958
1738.5,0.896582836
1738.583333,0.899401259
1738.666667,0.902343048
1738.75,0.905396523
1738.833333,0.908550612
1738.916667,0.911794951
1739,0.915119956
1739.083333,0.918516888
1739.166667,0.921977891
1739.25,0.925496015
1739.333333,0.929065219
1739.416667,0.932680343
1739.5,0.936337077
1739.583333,0.940031891
1739.666667,0.943761962
1739.75,0.947525078
1739.833333,0.951319531
1739.916667,0.955143999
1740,0.958997419
1740.083333,0.962878861
1740.166667,0.966787403
1740.25,0.970722001
1740.333333,0.97468138
1740.416667,0.978663924
1740.5,0.982667591
1740.583333,0.986689827
1740.666667,0.990727512
1740.75,0.994776911
1740.833333,0.998833644
1740.916667,1.002892673
1741,1.006948299
1741.083333,1.010994176
1741.166667,1.015023327
1741.25,1.019028175
1741.333333,1.023000574
1741.416667,1.026931844
1741.5,1.03081281
1741.583333,1.034633841
1741.666667,1.038384886
1741.75,1.042055519
1741.833333,1.045634977
1741.916667,1.049112206
1742,1.052475907
1742.083333,1.055714585
1742.166667,1.058816607
1742.25,1.06177026
1742.333333,1.064563826
1742.416667,1.067185655
1742.5,1.069624252
1742.583333,1.071868371
1742.666667,1.073907116
1742.75,1.075730054
1742.833333,1.077327326
1742.916667,1.078689766
1743,1.079809028
1743.083333,1.080677705
1743.166667,1.081289452
1743.25,1.081639102
1743.333333,1.081722773
1743.416667,1.081537977
1743.5,1.0810837
1743.583333,1.080360488
1743.666667,1.079370509
1743.75,1.078117603
1743.833333,1.076607314
1743.916667,1.074846913
1744,1.0728454
1744.083333,1.070613486
1744.166667,1.068163564
1744.25,1.065509665
1744.333333,1.06266739
1744.416667,1.059653832
1744.5,1.05648748
1744.583333,1.05318811
1744.666667,1.049776656
1744.75,1.04627507
1744.833333,1.042706168
1744.916667,1.03909346
1745,1.035460969
1745.083333,1.031833037
1745.166667,1.028234122
1745.25,1.024688582
1745.333333,1.021220457
1745.416667,1.017853239
1745.5,1.01460964
1745.583333,1.01151136
1745.666667,1.008578854
1745.75,1.005831103
1745.833333,1.003285398
1745.916667,1.000957125
1746,0.998859574
1746.083333,0.997003765
1746.166667,0.9953983
1746.25,0.99404924
1746.333333,0.992960017
1746.416667,0.992131384
1746.5,0.991561393
1746.583333,0.991245425
1746.666667,0.991176243
1746.75,0.991344093
1746.833333,0.991736828
1746.916667,0.992340078
1747,0.993137436
1747.083333,0.994110677
1747.166667,0.995239986
1747.25,0.996504218
1747.333333,0.997881148
1747.416667,0.999347743
1747.5,1.000880425
1747.583333,1.002455341
1747.666667,1.004048619
1747.75,1.00563663
1747.833333,1.007196224
1747.916667,1.008704973
1748,1.010141385
1748.083333,1.011485116
1748.166667,1.01271716
1748.25,1.013820023
1748.333333,1.014777886
1748.416667,1.015576738
1748.5,1.016204507
1748.583333,1.016651157
1748.666667,1.016908777
1748.75,1.016971645
1748.833333,1.016836272
1748.916667,1.016501432
1749,1.01596817
1749.083333,1.015239788
1749.166667,1.014321815
1749.25,1.013221963
1749.333333,1.011950055
1749.416667,1.010517945
1749.5,1.008939415
1749.583333,1.007230059
1749.666667,1.005407154
1749.75,1.003489507
1749.833333,1.001497303
