year,d14c,sig_d14c
-5420,97.4,3.3
-5419,96.4,3.4
-5418,97.4,3.3
-5417,92.9,3.7
-5416,98.6,3.6
-5415,93,3.8
-5414,90.3,3.7
-5413,87.9,3.2
-5412,95.1,3.1
-5411,92.1,3.4
-5410,99.5,3
-5409,99.2,3.4
-5408,100.2,3
-5407,97.7,2.7
-5406,96.3,3
-5405,92.5,3
-5404,91.3,3
-5403,95,3.3
-5402,90,3
-5401,92.7,3
-5400,91.7,3
